-1.319468914507713109e+01 -1.319468914507713109e+01 1.501021529293211595e-15 9.765246975996193513e-01
-1.319468914507713109e+01 -1.306207920392057886e+01 1.501021529293211595e-15 9.865116573139663947e-01
-1.319468914507713109e+01 -1.292946926276402131e+01 1.501021529293211595e-15 9.916856275683900712e-01
-1.319468914507713109e+01 -1.279685932160746908e+01 1.501021529293211595e-15 9.876783729817978363e-01
-1.319468914507713109e+01 -1.266424938045091508e+01 1.501021529293211595e-15 9.800841653735214987e-01
-1.319468914507713109e+01 -1.253163943929436108e+01 1.501021529293211595e-15 9.766409345455800972e-01
-1.319468914507713109e+01 -1.239902949813780708e+01 1.501021529293211595e-15 9.769320463057089565e-01
-1.319468914507713109e+01 -1.226641955698125308e+01 1.501021529293211595e-15 9.741699088754413038e-01
-1.319468914507713109e+01 -1.213380961582469908e+01 1.501021529293211595e-15 9.666840881501739258e-01
-1.319468914507713109e+01 -1.200119967466814508e+01 1.501021529293211595e-15 9.619242832464184323e-01
-1.319468914507713109e+01 -1.186858973351159108e+01 1.501021529293211595e-15 9.662198502875962713e-01
-1.319468914507713109e+01 -1.173597979235503530e+01 1.501021529293211595e-15 9.750883809804937741e-01
-1.319468914507713109e+01 -1.160336985119848308e+01 1.501021529293211595e-15 9.788308869215492924e-01
-1.319468914507713109e+01 -1.147075991004192907e+01 1.501021529293211595e-15 9.753542414460419918e-01
-1.319468914507713109e+01 -1.133814996888537507e+01 1.501021529293211595e-15 9.711294227302024185e-01
-1.319468914507713109e+01 -1.120554002772881930e+01 1.501021529293211595e-15 9.695797108383036322e-01
-1.319468914507713109e+01 -1.107293008657226530e+01 1.501021529293211595e-15 9.658283553931865661e-01
-1.319468914507713109e+01 -1.094032014541571307e+01 1.501021529293211595e-15 9.563763874672265297e-01
-1.319468914507713109e+01 -1.080771020425915729e+01 1.501021529293211595e-15 9.476782812332847916e-01
-1.319468914507713109e+01 -1.067510026310260329e+01 1.501021529293211595e-15 9.483400785579645387e-01
-1.319468914507713109e+01 -1.054249032194604929e+01 1.501021529293211595e-15 9.560314892855676927e-01
-1.319468914507713109e+01 -1.040988038078949707e+01 1.501021529293211595e-15 9.602832893358060895e-01
-1.319468914507713109e+01 -1.027727043963294129e+01 1.501021529293211595e-15 9.581242150067718066e-01
-1.319468914507713109e+01 -1.014466049847638729e+01 1.501021529293211595e-15 9.582120508411273718e-01
-1.319468914507713109e+01 -1.001205055731983329e+01 1.501021529293211595e-15 9.660728202467687709e-01
-1.319468914507713109e+01 -9.879440616163279287e+00 1.501021529293211595e-15 9.735335859607257003e-01
-1.319468914507713109e+01 -9.746830675006725286e+00 1.501021529293211595e-15 9.705064774546776629e-01
