-1.319468914507713109e+01 -1.319468914507713109e+01 1.501021529293211595e-15 1.164255530298544894e+00
-1.319468914507713109e+01 -1.306207920392057886e+01 1.501021529293211595e-15 1.163035798027507450e+00
-1.319468914507713109e+01 -1.292946926276402131e+01 1.501021529293211595e-15 1.175916958169260784e+00
-1.319468914507713109e+01 -1.279685932160746908e+01 1.501021529293211595e-15 1.201809157504476033e+00
-1.319468914507713109e+01 -1.266424938045091508e+01 1.501021529293211595e-15 1.222265784221309604e+00
-1.319468914507713109e+01 -1.253163943929436108e+01 1.501021529293211595e-15 1.225748544085259129e+00
-1.319468914507713109e+01 -1.239902949813780708e+01 1.501021529293211595e-15 1.221701505322302150e+00
-1.319468914507713109e+01 -1.226641955698125308e+01 1.501021529293211595e-15 1.226317549026506581e+00
-1.319468914507713109e+01 -1.213380961582469908e+01 1.501021529293211595e-15 1.240314561624905387e+00
-1.319468914507713109e+01 -1.200119967466814508e+01 1.501021529293211595e-15 1.248425479652903292e+00
-1.319468914507713109e+01 -1.186858973351159108e+01 1.501021529293211595e-15 1.240061283033983219e+00
-1.319468914507713109e+01 -1.173597979235503530e+01 1.501021529293211595e-15 1.223265099107485598e+00
-1.319468914507713109e+01 -1.160336985119848308e+01 1.501021529293211595e-15 1.214865023538945099e+00
-1.319468914507713109e+01 -1.147075991004192907e+01 1.501021529293211595e-15 1.221036135044915927e+00
-1.319468914507713109e+01 -1.133814996888537507e+01 1.501021529293211595e-15 1.232353321340578400e+00
-1.319468914507713109e+01 -1.120554002772881930e+01 1.501021529293211595e-15 1.236577591573385870e+00
-1.319468914507713109e+01 -1.107293008657226530e+01 1.501021529293211595e-15 1.231388976891540032e+00
-1.319468914507713109e+01 -1.094032014541571307e+01 1.501021529293211595e-15 1.223309178699655497e+00
-1.319468914507713109e+01 -1.080771020425915729e+01 1.501021529293211595e-15 1.217731256205335066e+00
-1.319468914507713109e+01 -1.067510026310260329e+01 1.501021529293211595e-15 1.213044586485729770e+00
-1.319468914507713109e+01 -1.054249032194604929e+01 1.501021529293211595e-15 1.203685198828632785e+00
-1.319468914507713109e+01 -1.040988038078949707e+01 1.501021529293211595e-15 1.187056604561085527e+00
-1.319468914507713109e+01 -1.027727043963294129e+01 1.501021529293211595e-15 1.167755066962860688e+00
-1.319468914507713109e+01 -1.014466049847638729e+01 1.501021529293211595e-15 1.155790123307899986e+00
