P2 Q6 xi delF
5.170000000000000000e+02 2.000000000000000000e+00 1.093892433910665374e-01 2.900101557834915411e+00
5.180000000000000000e+02 2.000000000000000000e+00 1.098450319051959834e-01 2.912104595328919743e+00
5.190000000000000000e+02 2.000000000000000000e+00 1.103008204193254294e-01 2.922981348676920277e+00
5.200000000000000000e+02 2.000000000000000000e+00 1.107566089334548753e-01 2.933667093071917975e+00
5.210000000000000000e+02 2.000000000000000000e+00 1.112123974475843213e-01 2.946396371607924891e+00
5.220000000000000000e+02 2.000000000000000000e+00 1.116681859617137673e-01 2.957210327491921475e+00
5.230000000000000000e+02 2.000000000000000000e+00 1.121239744758431994e-01 2.969996588911925528e+00
5.240000000000000000e+02 2.000000000000000000e+00 1.125797629899726454e-01 2.981254197249924687e+00
5.250000000000000000e+02 2.000000000000000000e+00 1.130355515041020914e-01 2.992938886488921924e+00
5.260000000000000000e+02 2.000000000000000000e+00 1.134913400182315374e-01 3.004875056312918957e+00
5.270000000000000000e+02 2.000000000000000000e+00 1.139471285323609834e-01 3.016416125425919859e+00
5.280000000000000000e+02 2.000000000000000000e+00 1.144029170464904294e-01 3.027684781465914909e+00
5.290000000000000000e+02 2.000000000000000000e+00 1.148587055606198754e-01 3.039527627280918409e+00
5.300000000000000000e+02 2.000000000000000000e+00 1.153144940747493075e-01 3.050457874764923361e+00
5.310000000000000000e+02 2.000000000000000000e+00 1.157702825888787534e-01 3.062028598235919219e+00
5.320000000000000000e+02 2.000000000000000000e+00 1.162260711030081994e-01 3.073115839379923386e+00
5.330000000000000000e+02 2.000000000000000000e+00 1.166818596171376454e-01 3.086201842398921258e+00
5.340000000000000000e+02 2.000000000000000000e+00 1.171376481312670914e-01 3.097113773955918248e+00
5.350000000000000000e+02 2.000000000000000000e+00 1.175934366453965374e-01 3.109466267707922782e+00
5.360000000000000000e+02 2.000000000000000000e+00 1.180492251595259834e-01 3.120221205604920556e+00
5.370000000000000000e+02 2.000000000000000000e+00 1.185050136736554155e-01 3.131989915524926005e+00
5.380000000000000000e+02 2.000000000000000000e+00 1.189608021877848615e-01 3.144071159119917525e+00
5.390000000000000000e+02 2.000000000000000000e+00 1.194165907019143075e-01 3.155773873556924514e+00
5.400000000000000000e+02 2.000000000000000000e+00 1.198723792160437535e-01 3.168035659860926501e+00
5.410000000000000000e+02 2.000000000000000000e+00 1.203281677301731994e-01 3.178266122641915103e+00
5.420000000000000000e+02 2.000000000000000000e+00 1.207839562443026454e-01 3.189503670678924152e+00
5.430000000000000000e+02 2.000000000000000000e+00 1.212397447584320914e-01 3.200726682265916168e+00
5.440000000000000000e+02 2.000000000000000000e+00 1.216955332725615235e-01 3.213147497332919045e+00
5.450000000000000000e+02 2.000000000000000000e+00 1.221513217866909695e-01 3.224213515259926055e+00
5.460000000000000000e+02 2.000000000000000000e+00 1.226071103008204155e-01 3.236087469077922663e+00
5.470000000000000000e+02 2.000000000000000000e+00 1.230628988149498615e-01 3.247421539142919755e+00
5.480000000000000000e+02 2.000000000000000000e+00 1.235186873290793075e-01 3.258207585042924848e+00
5.490000000000000000e+02 2.000000000000000000e+00 1.239744758432087535e-01 3.269409664141917915e+00
5.500000000000000000e+02 2.000000000000000000e+00 1.244302643573381856e-01 3.281344089591925695e+00
5.510000000000000000e+02 2.000000000000000000e+00 1.248860528714676316e-01 3.291510882721922826e+00
5.520000000000000000e+02 2.000000000000000000e+00 1.253418413855970914e-01 3.302648129253917375e+00
5.530000000000000000e+02 2.000000000000000000e+00 1.257976298997265374e-01 3.313781596308920996e+00
5.540000000000000000e+02 2.000000000000000000e+00 1.262534184138559556e-01 3.325150553853923441e+00
5.550000000000000000e+02 2.000000000000000000e+00 1.267092069279854016e-01 3.336203488975918674e+00
5.560000000000000000e+02 2.000000000000000000e+00 1.271649954421148476e-01 3.346940110945922697e+00
5.570000000000000000e+02 2.000000000000000000e+00 1.276207839562442936e-01 3.358280867777921230e+00
5.580000000000000000e+02 2.000000000000000000e+00 1.280765724703737396e-01 3.369002081110927804e+00
5.590000000000000000e+02 2.000000000000000000e+00 1.285323609845031856e-01 3.380060830812922745e+00
5.600000000000000000e+02 2.000000000000000000e+00 1.289881494986326316e-01 3.390965784873927191e+00
