l0 kb T theta_s kappa costheta Tr costheta_se
1 1.0 0.3 0.6435011087932839 NA 0.6570240566801615 0.30000000000000554 0.0004958164681365261
1 1.0 0.35 0.17342232109560501 NA 0.1090284431293881 0.35000000000000314 0.0005921061505867862
1 1.0 0.35 0.4510268117962624 NA 0.42881701814516104 0.35000000000000303 0.0006218147023518961
1 1.0 0.35 0.6435011087932839 NA 0.5585632365805177 0.3500000000000033 0.0005730006724771979
1 1.0 0.4 0.17342232109560501 NA 0.07540783644578307 0.3999999999999944 0.0006278056170898093
1 1.0 0.4 0.4510268117962624 NA 0.34116081713688606 0.39999999999999514 0.0006574367875292008
1 1.0 0.4 0.6435011087932839 NA 0.476180987866532 0.3999999999999946 0.0006134464921754402
1 1.0 0.5 0.17342232109560501 NA 0.045994564850850864 0.5 0.0005985171670262175
1 1.0 0.5 0.4510268117962624 NA 0.23026604838709674 0.5 0.0006350468266388716
1 1.0 0.5 0.6435011087932839 NA 0.3506533245702728 0.5 0.0006213496285949932
1 1.0 0.6 0.17342232109560501 NA 0.03070999808650001 0.6000000000000113 0.0005989767577256706
1 1.0 0.6 0.4510268117962624 NA 0.16891387109768388 0.6000000000000112 0.0006311379333329501
1 1.0 0.6 0.6435011087932839 NA 0.27007041354903993 0.6000000000000111 0.000646967835808513
1 1.0 0.75 0.17342232109560501 NA 0.020327341844699958 0.75 0.0006065176792453715
1 1.0 0.75 0.4510268117962624 NA 0.11577721830131439 0.75 0.0006414926065877175
1 1.0 0.75 0.6435011087932839 NA 0.1963230111675126 0.75 0.0006393010963630381
1 1.0 0.8 0.17342232109560501 NA 0.0184130808602 0.7999999999999887 0.0005966656768533889
1 1.0 0.8 0.4510268117962624 NA 0.10412226774519703 0.7999999999999892 0.0006391224597968128
1 1.0 0.8 0.6435011087932839 NA 0.18015783215369033 0.7999999999999892 0.00060776307477541
1 1.0 1.0 0.17342232109560501 NA 0.011748872328300004 1.0 0.0005810172245240008
1 1.0 1.0 0.4510268117962624 NA 0.07601582930513598 1.0 0.0005929145601573634
1 1.0 1.0 0.6435011087932839 NA 0.13260460433905136 1.0 0.0006183342677200376
1 10.0 0.1 0.17342232109560501 NA 0.9924948139682549 0.009999999999999815 3.3967402212857086e-06
1 10.0 0.1 0.4510268117962624 NA 0.9500006048317509 0.009999999999999825 2.6583195078900573e-05
1 10.0 0.1 0.6435011087932839 NA 0.8999924210019271 0.00999999999999983 5.893019603602235e-05
1 10.0 0.2 0.17342232109560501 NA 0.9925014351385385 0.01999999999999963 3.413285134917907e-06
1 10.0 0.2 0.4510268117962624 NA 0.9500110568760616 0.01999999999999965 2.664058725312667e-05
1 10.0 0.2 0.6435011087932839 NA 0.9000345139557271 0.01999999999999966 5.6187007253720285e-05
1 10.0 0.3 0.17342232109560501 NA 0.992500997498436 0.03000000000000066 3.401596648032115e-06
1 10.0 0.3 0.4510268117962624 NA 0.950020047577854 0.030000000000000478 2.6073140782788326e-05
1 10.0 0.3 0.6435011087932839 NA 0.8999885475728154 0.0300000000000004 5.8054036770105234e-05
1 10.0 0.4 0.17342232109560501 NA 0.9924973100000013 0.03999999999999933 4.410390849737023e-06
1 10.0 0.4 0.4510268117962624 NA 0.9499966172106813 0.03999999999999932 2.9186483281456014e-05
1 10.0 0.4 0.6435011087932839 NA 0.8999506338028157 0.03999999999999933 5.788188885394734e-05
1 10.0 0.5 0.17342232109560501 NA 0.9925013170000005 0.049999999999999295 4.442436015155365e-06
1 10.0 0.5 0.4510268117962624 NA 0.950039757782101 0.04999999999999924 2.8420682657611645e-05
1 10.0 0.5 0.6435011087932839 NA 0.9000935020080323 0.0499999999999993 5.764598268471786e-05
1 10.0 0.75 0.17342232109560501 NA 0.9923055110000012 0.07500000000000141 1.6488666228442513e-05
1 10.0 0.75 0.4510268117962624 NA 0.9499839657947676 0.0750000000000014 2.8947874365742515e-05
1 10.0 0.75 0.6435011087932839 NA 0.9000076676706825 0.0750000000000014 5.660031460698085e-05
1 10.0 1.0 0.17342232109560501 NA 0.9865103270000012 0.09999999999999859 9.027981468196526e-05
1 10.0 1.0 0.4510268117962624 NA 0.949141783783784 0.0999999999999986 4.377314005749708e-05
1 10.0 1.0 0.6435011087932839 NA 0.8995761873747491 0.0999999999999986 6.275696021655848e-05
1 10.0 1.5 0.17342232109560501 NA 0.8473942792792793 0.1500000000000028 0.0004296549979413879
1 10.0 1.5 0.4510268117962624 NA 0.9266900759999988 0.15000000000000283 0.00018279260455637765
1 10.0 1.5 0.6435011087932839 NA 0.8886145808080805 0.1500000000000028 0.00013847262402102317
1 10.0 2.0 0.17342232109560501 NA 0.5205857233400402 0.19999999999999724 0.0006445066651180119
1 10.0 2.0 0.4510268117962624 NA 0.835688839 0.19999999999999718 0.00037798967454831913
1 10.0 2.0 0.6435011087932839 NA 0.8427566958661418 0.19999999999999704 0.00027901908188118795
1 10.0 2.5 0.17342232109560501 NA 0.28508093286573144 0.25 0.0006551200146423751
1 10.0 2.5 0.4510268117962624 NA 0.6921663815384614 0.25 0.0005374488593412111
1 10.0 2.5 0.6435011087932839 NA 0.7580439293642773 0.25 0.00040946156741742567
1 10.0 3.0 0.17342232109560501 NA 0.16775922144288588 0.3000000000000056 0.0006508412010925898
1 10.0 3.0 0.4510268117962624 NA 0.5461848244353187 0.3000000000000055 0.0006139585964545622
1 10.0 3.0 0.6435011087932839 NA 0.6560863084677415 0.3000000000000056 0.0005220941346670825
1 10.0 3.5 0.17342232109560501 NA 0.10955529297188744 0.3500000000000031 0.0006296238951446631
1 10.0 3.5 0.4510268117962624 NA 0.4272957071428577 0.3500000000000028 0.0006545636442925156
1 10.0 3.5 0.6435011087932839 NA 0.5591943370332989 0.35000000000000303 0.0005587514036530326
1 10.0 4.0 0.17342232109560501 NA 0.07711563859296489 0.39999999999999447 0.0006224608880252619
1 10.0 4.0 0.4510268117962624 NA 0.3406632752016127 0.3999999999999945 0.0006467835246187752
1 10.0 4.0 0.6435011087932839 NA 0.4750812721774192 0.3999999999999945 0.0005865710868090994
1 10.0 5.0 0.17342232109560501 NA 0.04655788170070002 0.5 0.0005974516251668424
1 10.0 5.0 0.4510268117962624 NA 0.23130380000000014 0.5 0.0006751660999914366
1 10.0 5.0 0.6435011087932839 NA 0.3506735539858725 0.5 0.0006270959997810401
1 10.0 6.0 0.17342232109560501 NA 0.031042678914999983 0.6000000000000113 0.0005933598307843718
1 10.0 6.0 0.4510268117962624 NA 0.16821771656626514 0.6000000000000112 0.0006387009250584806
1 10.0 6.0 0.6435011087932839 NA 0.2704991673387097 0.6000000000000112 0.0006353810749568314
1 10.0 7.5 0.17342232109560501 NA 0.020028840723293286 0.75 0.0005676853254986396
1 10.0 7.5 0.4510268117962624 NA 0.11543355628803258 0.75 0.0006223405857455738
1 10.0 7.5 0.6435011087932839 NA 0.1971252462159432 0.75 0.0006256586245278642
1 10.0 8.0 0.17342232109560501 NA 0.018631666216349062 0.7999999999999888 0.0005845465323419729
1 10.0 8.0 0.4510268117962624 NA 0.10378902980866071 0.7999999999999889 0.0006350468088272362
1 10.0 8.0 0.6435011087932839 NA 0.1801873689516129 0.799999999999989 0.0006357582650558186
1 10.0 10.0 0.17342232109560501 NA 0.01324846137027026 1.0 0.0005843362239182643
1 10.0 10.0 0.4510268117962624 NA 0.07540780017137093 1.0 0.000606817122609319
1 10.0 10.0 0.6435011087932839 NA 0.1322495571283097 1.0 0.0006577965566824542
