l0 kb T theta_s kappa costheta Tr costheta_se
1.0 0.1 0.01 0.4510268117962624 600.0 0.949113979190752 0.09999999999999926 4.893084166600947e-05
1.0 0.1 0.02 0.4510268117962624 600.0 0.8363933540372682 0.19999999999999749 0.00037130414184393117
1.0 0.1 0.03 0.4510268117962624 600.0 0.5459600108161257 0.3000000000000057 0.0005791141594910098
1.0 0.1 0.04 0.4510268117962624 600.0 0.3407035309017224 0.3999999999999946 0.0006576587345159246
1.0 0.1 0.05 0.4510268117962624 600.0 0.23068683305227655 0.5 0.000829589990838178
1.0 0.1 0.075 0.4510268117962624 600.0 0.11624074145408159 0.7499999999999999 0.0007005781413556742
1.0 0.1 0.1 0.4510268117962624 600.0 0.07487280818505344 1.0 0.0007339915242927053
1.0 0.1 0.15 0.4510268117962624 600.0 0.04375016354973816 1.4999999999999998 0.0006988349565461576
1.0 0.1 0.2 0.4510268117962624 600.0 0.03045908368058076 2.0 0.000768403339414257
1.0 0.1 0.25 0.4510268117962624 600.0 0.02221189417437071 2.5 0.000857156676002485
1.0 0.1 0.3 0.4510268117962624 600.0 0.018619273097754303 2.9999999999999996 0.0006624557649617397
1.0 0.1 0.4 0.4510268117962624 600.0 0.013619184070545446 4.0 0.0008465786089679849
1.0 0.1 0.6 0.4510268117962624 600.0 0.009235533174191865 5.999999999999999 0.0006745473820915547
1.0 0.1 0.75 0.4510268117962624 600.0 0.007394197196071435 7.5 0.0006206217964341857
1.0 0.1 1.0 0.4510268117962624 600.0 0.004042435829099307 10.0 0.0008365719152446598
1.0 0.1 1.5 0.4510268117962624 600.0 0.0024479923425707547 15.0 0.0006426496401182787
1.0 0.1 3.0 0.4510268117962624 600.0 0.0019157933630769236 30.0 0.0006234144935200542
1.0 1.0 0.01 0.4510268117962624 600.0 0.950013127147766 0.009999999999999818 2.409113752882598e-05
1.0 1.0 0.02 0.4510268117962624 600.0 0.9499896050824177 0.019999999999999636 2.317053105286823e-05
1.0 1.0 0.03 0.4510268117962624 600.0 0.9499728439862555 0.030000000000000613 2.4252378033734874e-05
1.0 1.0 0.04 0.4510268117962624 600.0 0.9500260393374741 0.039999999999999335 2.830125457707605e-05
1.0 1.0 0.05 0.4510268117962624 600.0 0.9499899704198476 0.0499999999999992 2.8052256163796997e-05
