peak_T peak_intensity peak_E
0.012928292829282928 0.5021133405258524 8.31260552734434
0.016264626462646266 2.132038186406703 10.079571193026231
0.03558655865586559 8.392476887568478 19.545977603045458
0.02888988898889889 8.572272343209363 16.60986455739938
0.017944794479447947 13.355132051200144 10.980128791208893
0.10027302730273027 17.774743784277803 48.520512225085305
0.08642364236423643 25.565600872445145 41.26746599342213
0.24697569756975699 25.814796755459156 244.2007528736108
0.020681068106810682 33.8568649373525 12.467739585637883
0.05116411641164117 36.684497942549456 26.130832910070264
0.04237923792379238 69.22070400911213 22.64463158776121
0.011296129612961297 104.02041264810651 7.407236941414907
0.18411341134113413 205.83113446876064 157.37410237744996
0.06578157815781578 274.94957075516646 32.20409809558276
0.1446054605460546 310.60761307418693 88.06301193939827
0.193978397839784 1425.589051141782 178.0206804489457
0.1623912391239124 2616.96185435804 123.51592609050805
