peak_T peak_intensity peak_E
0.05663666366636664 0.16332148963442705 35.874663113235734
0.02392139213921392 2.5834912566660932 16.095109393562847
0.020873087308730873 6.410841807532506 14.314207551171004
0.06141314131413142 6.601667206224533 38.94806634420952
0.04307530753075308 7.12026192194071 27.23751624511136
0.08702370237023702 11.119132099103354 56.7489522273032
0.07749474947494749 15.226521757771934 49.80953536068048
0.011248124812481249 24.7367636239278 8.322905537565589
0.035682568256825684 29.071411586629893 23.09876060127186
0.16951995199519954 38.94705897830522 163.08036072647985
0.048163816381638164 41.84372559642975 30.466234988784436
0.19052205220522053 46.24357229687166 185.61030391303743
0.02754575457545755 57.58313736345963 18.23265929536875
0.21682868286828685 63.79823449441233 212.55262916511438
0.03153015301530153 72.05302928041635 20.641439068360814
0.016000600060006 73.6702854282288 11.327519527555893
0.15286228622862288 781.30498111623 141.310890286799
0.1383888388838884 3985.8508461022343 115.87760840120517
