l0 kb T costheta_s kappa theta_s lp Tr lp_se
1 1.0 0.01 0.8000000000000003 NA 0.6435011087932839 9.4711151182758 0.01 0.02452867117980154
1 1.0 0.01 0.9 NA 0.4510268117962624 19.48495155311007 0.01 0.05131534060407902
1 1.0 0.01 0.9849999999999999 NA 0.173422321095605 132.71101515201303 0.01 0.17176164444634165
1 1.0 0.02 0.8000000000000003 NA 0.6435011087932839 9.443310411919038 0.02 0.029352356766017634
1 1.0 0.02 0.9 NA 0.4510268117962624 19.473694303358833 0.02 0.030630439956153895
1 1.0 0.02 0.9849999999999999 NA 0.173422321095605 132.95412995417837 0.02 0.24410311754838943
1 1.0 0.03 0.8000000000000003 NA 0.6435011087932839 9.490410122574582 0.03 0.020688691255050354
1 1.0 0.03 0.9 NA 0.4510268117962624 19.476143787116406 0.03 0.03420066771273047
1 1.0 0.03 0.9849999999999999 NA 0.173422321095605 132.8441709222728 0.03 0.22244151314809057
1 1.0 0.04 0.8000000000000003 NA 0.6435011087932839 9.471201092508284 0.04 0.020049495511422127
1 1.0 0.04 0.9 NA 0.4510268117962624 19.512866396787487 0.04 0.0580496868849455
1 1.0 0.04 0.9849999999999999 NA 0.173422321095605 133.11636442345525 0.04 0.33538527903031945
1 1.0 0.05 0.8000000000000003 NA 0.6435011087932839 9.483149052736378 0.049999999999999996 0.02086020211032758
1 1.0 0.05 0.9 NA 0.4510268117962624 19.4756683844043 0.049999999999999996 0.03946605383359478
1 1.0 0.05 0.9849999999999999 NA 0.173422321095605 132.12360299482853 0.049999999999999996 0.2596346265504427
1 1.0 0.075 0.8000000000000003 NA 0.6435011087932839 9.495831961084656 0.075 0.01270441858282658
1 1.0 0.075 0.9 NA 0.4510268117962624 19.532629378744172 0.075 0.033867037328571
1 1.0 0.075 0.9849999999999999 NA 0.173422321095605 130.09608295373476 0.075 0.27717091314976866
1 1.0 0.1 0.8000000000000003 NA 0.6435011087932839 9.491939980171137 0.09999999999999999 0.015325095798532253
1 1.0 0.1 0.9 NA 0.4510268117962624 19.110414777044294 0.09999999999999999 0.04035770062224435
1 1.0 0.1 0.9849999999999999 NA 0.173422321095605 73.36008526247022 0.09999999999999999 0.5542221852888375
1 1.0 0.15 0.8000000000000003 NA 0.6435011087932839 8.471757338247038 0.15 0.015310732624847381
1 1.0 0.15 0.9 NA 0.4510268117962624 13.066359146441004 0.15 0.0641595687216906
1 1.0 0.15 0.9849999999999999 NA 0.173422321095605 6.038678600303585 0.15 0.014707963123749198
1 1.0 0.2 0.8000000000000003 NA 0.6435011087932839 5.821810983462016 0.19999999999999998 0.012224656398385235
1 1.0 0.2 0.9 NA 0.4510268117962624 5.618482160247409 0.19999999999999998 0.017717757921930144
1 1.0 0.2 0.9849999999999999 NA 0.173422321095605 1.5888730131877316 0.19999999999999998 0.04196576635612523
1 1.0 0.25 0.8000000000000003 NA 0.6435011087932839 3.6230155640416926 0.25 0.010723740219613326
1 1.0 0.25 0.9 NA 0.4510268117962624 2.7197416925340985 0.25 0.009979672526888373
1 1.0 0.25 0.9849999999999999 NA 0.173422321095605 0.9481309893374315 0.25 0.06317075202558976
1 1.0 0.3 0.8000000000000003 NA 0.6435011087932839 2.3597120115450836 0.3 0.02101040396765303
1 1.0 0.3 0.9 NA 0.4510268117962624 1.6162337852445054 0.3 0.0355628370396693
1 1.0 0.3 0.9849999999999999 NA 0.173422321095605 0.7948368791022972 0.3 0.07365664529158661
1 1.0 0.35 0.8000000000000003 NA 0.6435011087932839 1.7137326391111412 0.35000000000000003 0.03700073897400633
1 1.0 0.35 0.9 NA 0.4510268117962624 1.211635722541089 0.35000000000000003 0.02828300212695014
1 1.0 0.35 0.9849999999999999 NA 0.173422321095605 0.7594611508743714 0.35000000000000003 0.057518935263481744
1 1.0 0.4 0.8000000000000003 NA 0.6435011087932839 1.3786947495806157 0.39999999999999997 0.03404537940829178
1 1.0 0.4 0.9 NA 0.4510268117962624 1.0251618033049517 0.39999999999999997 0.04187820139140925
1 1.0 0.4 0.9849999999999999 NA 0.173422321095605 0.8166169356473363 0.39999999999999997 0.04796938442405589
1 1.0 0.5 0.8000000000000003 NA 0.6435011087932839 1.027444443656302 0.5 0.030453677831182954
1 1.0 0.5 0.9 NA 0.4510268117962624 0.9031400044969006 0.5 0.0679906221939681
1 1.0 0.5 0.9849999999999999 NA 0.173422321095605 0.9426651659773088 0.5 0.062663620980019
1 1.0 0.6 0.8000000000000003 NA 0.6435011087932839 0.9674888662855934 0.6 0.06291949381871341
1 1.0 0.6 0.9 NA 0.4510268117962624 0.7441610349977856 0.6 0.05365317379228434
1 1.0 0.6 0.9849999999999999 NA 0.173422321095605 0.9287697127789363 0.6 0.11941608675253061
1 1.0 0.75 0.8000000000000003 NA 0.6435011087932839 0.8491625236719351 0.75 0.07115567871754906
1 1.0 0.75 0.9 NA 0.4510268117962624 0.8298195122166803 0.75 0.049680630301338506
1 1.0 0.75 0.9849999999999999 NA 0.173422321095605 0.9016429971005446 0.75 0.04032899071393529
1 1.0 0.8 0.8000000000000003 NA 0.6435011087932839 0.8405418210795228 0.7999999999999999 0.05531415150780357
1 1.0 0.8 0.9 NA 0.4510268117962624 0.8671835732773928 0.7999999999999999 0.04154678319311505
1 1.0 0.8 0.9849999999999999 NA 0.173422321095605 0.845186076532151 0.7999999999999999 0.06501233250755807
1 1.0 1.0 0.8000000000000003 NA 0.6435011087932839 0.8169750515988193 1.0 0.0648433583480173
1 1.0 1.0 0.9 NA 0.4510268117962624 0.780038303388121 1.0 0.05836633778214891
1 1.0 1.0 0.9849999999999999 NA 0.173422321095605 0.8357984517052127 1.0 0.06583475885033357
1 10.0 0.1 0.8000000000000003 NA 0.6435011087932839 9.464777852243493 0.01 0.024598673055408506
1 10.0 0.1 0.9 NA 0.4510268117962624 19.449266835256854 0.01 0.057309844018490055
1 10.0 0.1 0.9849999999999999 NA 0.173422321095605 132.60560443749094 0.01 0.22812515078497808
1 10.0 0.2 0.8000000000000003 NA 0.6435011087932839 9.469122050679323 0.02 0.026959821680733357
1 10.0 0.2 0.9 NA 0.4510268117962624 19.560006182905518 0.02 0.04558515760059043
1 10.0 0.2 0.9849999999999999 NA 0.173422321095605 132.9966456530484 0.02 0.21945855365533523
1 10.0 0.3 0.8000000000000003 NA 0.6435011087932839 9.489544555989287 0.03 0.015883183437277314
1 10.0 0.3 0.9 NA 0.4510268117962624 19.43998729705497 0.03 0.03254152262567642
1 10.0 0.3 0.9849999999999999 NA 0.173422321095605 132.9021766441456 0.03 0.23793956558031176
1 10.0 0.4 0.8000000000000003 NA 0.6435011087932839 9.511994677517338 0.04 0.024321143384825772
1 10.0 0.4 0.9 NA 0.4510268117962624 19.48048467041612 0.04 0.05867407439658475
