lambda Temp r2g
1.12 0.5758023670556056 9.084982034212679
1.12 0.5686477690876692 8.94911214620058
1.12 0.5722234121702405 9.00112764799092
1.12 0.5671055729202248 8.835733659759839
1.12 0.5624999591689162 8.693508836210412
1.12 0.5594255022424075 8.56349360144606
1.12 0.5563532531844277 8.455000610486154
1.12 0.5527754022333273 8.386676381385056
1.12 0.5496998413725542 8.251679830511085
1.12 0.5461164707501316 8.137699346627944
1.12 0.5440697766238309 8.081300875802922
1.12 0.5415042333932363 7.9512198168473605
1.12 0.5425132293109487 7.859588702991483
1.12 0.5414744271680958 7.706232741641311
1.12 0.5409522662610085 7.608600597789105
1.12 0.5404290014196564 7.503502969715492
1.12 0.5383635404108602 7.306106460072684
1.12 0.537839171635244 7.196840435902657
1.12 0.5362925597307417 7.07279325678476
1.12 0.5362760007167751 6.950884196857386
1.12 0.5352383025081866 6.823163037463851
1.12 0.5336850669980977 6.659083708013105
1.12 0.5326495766580384 6.551895437990176
1.12 0.5321318314880088 6.498950059796299
1.12 0.5311007568850075 6.424055132151226
1.12 0.5290463352188555 6.327980572168393
1.12 0.5269985371582906 6.27684463329881
1.12 0.5188305275355838 6.226121920135947
1.12 0.5116858649760276 6.19732175633394
1.12 0.5045445142192646 6.190142555266483
1.12 0.49892880061597955 6.154371107092681
1.12 0.4948431399032296 6.118806374110495
1.12 0.48820849497385155 6.090502619685574
1.12 0.4815771618472673 6.083447161759107
1.12 0.47647367374268923 6.062329789899471
1.12 0.4729024463971756 6.055306968395256
1.12 0.4688202814762631 6.042452918512705
1.12 0.46315188567669074 6.032733170827917
1.12 0.4553568831760074 6.013340555181051
1.12 0.4411874269191104 5.998837014274596
1.12 0.42666225851033324 5.974742139992051
1.12 0.41957638045035917 5.960331694377386
1.12 0.4110753199930345 5.955535940309582
1.12 0.40328108411336827 5.941171818015575
1.12 0.39194659237727436 5.93639148021312
1.12 0.3823806953273603 5.9173085612367275
1.12 0.3625459097549588 5.912547424095692
1.12 0.34271189080357434 5.912547424095692
1.12 0.33031486233794183 5.907790117822457
1.12 0.31649421864377203 5.860427075926001
1.12 0.299841676912867 5.8228101813919775
1.12 0.28567375389800387 5.818125078775989
1.12 0.26654349304020986 5.790093520485581
1.12 0.2594614480853208 5.799422334888082
1.12 0.2484765355329711 5.766837083424818
1.12 0.2371428104178942 5.766837083424818
1.12 0.22191311729450958 5.766837083424818
1.12 0.20774596090066355 5.766837083424818
1.12 0.19499552014620192 5.766837083424818
1.12 0.18933095745171447 5.78077971219458
1.12 0.1758698590145098 5.766837083424818
1.12 0.1684321019077405 5.766837083424818
1.12 0.15178492652395426 5.762197017431965
1.12 0.13938943130035597 5.766837083424818
1.12 0.13018231288638982 5.776128427796092
1.12 0.12203619795992837 5.776128427796092
1.12 0.10893004505358683 5.766837083424818
1.12 0.09547124647943306 5.766837083424818
1.12 0.08590841591358689 5.766837083424818
1.12 0.07634558534774072 5.766837083424818
1.12 0.06713693369174079 5.766837083424818
1.12 0.0536804349806379 5.78077971219458
1.12 0.04801280580208245 5.776128427796092
1.12 0.041990231092663866 5.766837083424818
1.12 0.5786594409265384 9.175819704373998
1.12 0.5832767993118273 9.302243800415328
1.12 0.585769084238039 9.43040976285931
1.12 0.5882659688903527 9.606626037369258
1.12 0.592173436213915 9.723319863229612
1.12 0.5953717790967683 9.833512661900826
1.12 0.5982144098277413 9.928957038016094
1.12 0.6003502159810559 10.041480289261047
1.12 0.6028394344232 10.147107689596872
1.12 0.6060515764843588 10.411871591798786
1.12 0.6092529858512796 10.563825744249261
1.12 0.6113910918676455 10.709373734890162
1.12 0.6142436886718392 10.927065701996728
1.12 0.6167421065661869 11.149182745089604
1.12 0.6188894120347563 11.412501045341841
1.12 0.623509836904113 11.60705368591553
1.12 0.6281425277097412 11.95794145930707
1.12 0.6281494272988941 12.044884383132636
1.12 0.6306486118142587 12.29962001150005
1.12 0.6306578112664625 12.419000501342786
1.12 0.6306662440976492 12.529450238480285
1.12 0.6324578374143388 12.80473672859281
1.12 0.6335280403540469 12.9082225794177
1.12 0.6367332828260528 13.149425130599367
1.12 0.6399515578553476 13.579692442635569
1.12 0.6410363265943784 13.900413845602788
1.12 0.6438835570514536 14.103280888861667
1.12 0.6453140718691437 14.30910863801735
1.12 0.6470933992495613 14.436368258271823
1.12 0.6499528956429079 14.836916215577132
1.12 0.6517506219277331 15.260856746545482
1.12 0.6542697385895395 15.913182122757398
1.12 0.6557079196173996 16.275908900419957
1.12 0.6567926883564306 16.66030879453833
1.12 0.6578713241273255 16.944322531393446
1.12 0.659662917444015 17.316608863851688
1.12 0.6621605687173457 17.654391285854633
1.12 0.6639521620340347 18.042278648799737
1.12 0.665387276577827 18.394216180470014
1.12 0.6678872277142087 18.798358350662053
1.12 0.6675591139189401 19.319933022583903
1.12 0.6693430410254593 19.586122327371026
1.12 0.6707758557062007 19.920013365124262
1.12 0.6722002375557552 20.081003752918022
1.12 0.6739864645253255 20.406898340100586
1.12 0.6757757579789638 20.804960778369104
1.12 0.6772185387329259 21.382210152484937
1.12 0.6793620110964105 21.79929728483679
1.12 0.681859662369741 22.224520230780072
1.12 0.6825925520619769 22.80441460865282
1.12 0.6829582302870776 23.081424911420697
1.12 0.6829750959494514 23.49380491234698
1.12 0.6836880534952456 23.607545382951443
1.12 0.6854781135699011 24.087421528858023
1.12 0.6886833560419068 24.537518162101158
1.12 0.6897719578860229 25.218330164215356
1.12 0.6894292782914315 25.52466283681282
1.12 0.6901499020473956 25.855520261008593
1.12 0.6919391955010339 26.35986498141981
1.12 0.693734621922808 27.04766104385359
1.12 0.696577252653781 27.310186473216156
1.12 0.6994367490471276 28.06792825492821
1.12 0.7019244342472377 28.31755343993531
1.12 0.7030222355435571 29.38572237423895
1.12 0.7055329193741766 30.371701141474524
1.12 0.7087435281933017 31.114046273438362
1.12 0.7108931335249218 31.92589104306589
1.12 0.7148121001637391 32.706223685252496
1.12 0.7169617054953592 33.55961242163832
1.12 0.7180480074764242 34.40756121713911
1.12 0.7194785222941147 34.90971606572142
1.12 0.721626594383701 35.76297936035589
1.12 0.7262539188422106 36.637098116793645
1.12 0.7287577030836769 37.59305338596868
1.12 0.7323201909495971 38.41901617940813
1.12 0.7394313675031314 39.548597788748644
1.12 0.7451365611115193 41.17276649168391
1.12 0.7472777336119527 41.87465211770541
1.12 0.7504875758100606 42.86363601647092
1.12 0.7551026343322984 43.349402614743724
1.12 0.7575918527744423 43.805399596503804
1.12 0.7611474410512094 44.44470947559261
1.12 0.7647037959489937 45.12966151023954
1.12 0.7668472683124783 46.00997280495984
1.12 0.7700502109214331 46.75666860154692
1.12 0.7767995423549516 47.745519052719494
1.12 0.7817741461341543 48.55945254287755
1.12 0.7871067619282883 49.586429827442466
1.12 0.7899516925223122 50.188767233396575
1.12 0.792444744069541 50.9212380020038
1.12 0.7981246391843679 51.622828888825595
1.12 0.801333714761459 52.79952517949965
1.12 0.8087883375306018 53.74285811175967
1.12 0.81447053250848 54.61505089524033
1.12 0.824404407646546 55.5908205812628
1.12 0.8343390494056289 56.629588518830246
1.12 0.8453385277573013 57.82724001606948
1.12 0.8538572204980166 58.95523368642079
1.12 0.8613087767830914 59.815645043625395
1.12 0.8669848387928336 60.396217532766556
1.12 0.8744363950779086 61.27765906472272
1.12 0.8854343401875469 62.47295753547361
1.12 0.8886273167232812 62.82595814941469
1.12 0.8794071657520262 62.071956273211626
1.12 0.8942995456279383 63.18095337731925
1.12 0.8974932887846894 63.58911905432333
1.12 0.9010442773353549 64.20631699818458
1.12 0.906360794088132 64.46524752605809
1.12 0.9109697196422342 64.7773428898616
1.12 0.9166419485468915 65.14336432876352
1.12 0.9226645232563098 65.24832124409266
1.12 0.9308190710139583 65.82861431431951
1.12 0.9386194398617604 66.41406828433556
1.12 0.9485494818947413 67.32911879947066
1.12 0.9549316018611249 67.81865041885057
1.12 0.9645013320161238 68.31174128882881
1.12 0.9747809532328493 68.91927921975491
1.12 0.9868322356198223 69.58821186199671
1.12 0.9981766934291367 70.37684372101813
1.12 1.0070357659013924 70.71755887355944
1.12 1.0162551502516302 71.51898943812851
1.12 1.0261782926954586 71.98102103439655
1.12 1.0378700298254664 72.27130530305874
1.12 1.0559438869218583 73.09034422258274
1.12 1.067639457156951 73.68104878912554
1.12 1.0803967975005653 74.21676355525484
1.12 1.091385543158 74.93711374326756
1.12 1.1020155101794862 75.29990651415756
1.12 1.1236280898902713 75.90846841260344
1.12 1.133902344759878 76.15326807740865
1.12 1.1459474941787149 76.39885720453789
1.12 1.1562286486374742 77.20250491809
1.12 1.1679265187356178 78.01460628750992
1.12 1.1884727286117798 78.32922273231299
1.12 1.20335284255142 78.70843770787336
1.12 1.2189428475527866 79.21691504234957
1.12 1.2313444757445207 79.6645266289883
1.12 1.244099516225084 80.05020620635214
1.12 1.2561431324018875 80.17918055088369
1.12 1.2823531383515197 80.24374562699677
1.12 1.2912083777186907 80.30836269477432
1.12 1.2724368954968444 80.30836269477432
1.12 1.3007781078736895 80.89226284883412
1.12 1.3110569624693977 81.54602128397394
1.12 1.322748699599406 81.87487918027162
1.12 1.3333748335158073 81.94080973443423
1.12 1.344712391735969 82.27125972924577
1.12 1.3602993302532678 82.5365789647143
1.12 1.374822198798994 82.66955927390187
1.12 1.4028053991609077 82.93616299840124
1.12 1.4127231752576173 83.00294816182804
